operator,conquest_epoch
Add,2798.0
Subtract,2642.0
Multiply,5989.0
Divide,2438.0
Modulo,5276.0
Add,2481.0
Subtract,2710.0
Multiply,5564.0
Divide,2541.0
Modulo,4973.0
Add,2458.0
Subtract,2673.0
Multiply,5257.0
Divide,2435.0
Modulo,4699.0
Add,2415.0
Subtract,2628.0
Multiply,5648.0
Divide,2444.0
Modulo,4491.0
Add,2330.0
Subtract,2751.0
Multiply,6209.0
Divide,2246.0
Modulo,4961.0
Add,2762.0
Subtract,2320.0
Multiply,5717.0
Divide,2332.0
Modulo,4523.0
Add,2653.0
Subtract,2622.0
Multiply,6359.0
Divide,2431.0
Modulo,4706.0
Add,2199.0
Subtract,3623.0
Multiply,5846.0
Divide,2330.0
Modulo,4695.0
Add,2755.0
Subtract,2791.0
Multiply,5974.0
Divide,2247.0
Modulo,4997.0
Add,2217.0
Subtract,2694.0
Multiply,6215.0
Divide,2417.0
Modulo,5119.0
Add,2344.0
Subtract,2434.0
Multiply,6025.0
Divide,2330.0
Modulo,4922.0
Add,2266.0
Subtract,2527.0
Multiply,6740.0
Divide,2458.0
Modulo,4322.0
Add,2372.0
Subtract,2459.0
Multiply,6363.0
Divide,2379.0
Modulo,4559.0
Add,2480.0
Subtract,2615.0
Multiply,5794.0
Divide,2507.0
Modulo,4412.0
Add,2098.0
Subtract,2999.0
Multiply,5633.0
Divide,2438.0
Modulo,4564.0
Add,2369.0
Subtract,2605.0
Multiply,6202.0
Divide,2329.0
Modulo,4887.0
Add,2283.0
Subtract,2569.0
Multiply,6064.0
Divide,2417.0
Modulo,5382.0
Add,2586.0
Subtract,2728.0
Multiply,5905.0
Divide,2390.0
Modulo,5216.0
Add,2543.0
Subtract,3487.0
Multiply,6051.0
Divide,2446.0
Modulo,5808.0
Add,2264.0
Subtract,3066.0
Multiply,6103.0
Divide,2498.0
Modulo,4512.0
Add,2690.0
Subtract,3403.0
Multiply,5910.0
Divide,2352.0
Modulo,4205.0
Add,2217.0
Subtract,2313.0
Multiply,5843.0
Divide,2221.0
Modulo,5218.0
Add,3051.0
Subtract,2948.0
Multiply,5787.0
Divide,2610.0
Modulo,5089.0
Add,2591.0
Subtract,2711.0
Multiply,5504.0
Divide,2578.0
Modulo,5759.0
Add,2261.0
Subtract,3215.0
Multiply,5670.0
Divide,2447.0
Modulo,4986.0
Add,2810.0
Subtract,2790.0
Multiply,5809.0
Divide,2497.0
Modulo,5747.0
Add,3021.0
Subtract,2703.0
Multiply,5970.0
Divide,2428.0
Modulo,4986.0
Add,2867.0
Subtract,3386.0
Multiply,6445.0
Divide,2545.0
Modulo,4635.0
Add,2770.0
Subtract,2758.0
Multiply,5984.0
Divide,2245.0
Modulo,5364.0
Add,2764.0
Subtract,2753.0
Multiply,6188.0
Divide,2464.0
Modulo,4558.0
Add,3369.0
Subtract,2526.0
Multiply,5632.0
Divide,2513.0
Modulo,4583.0
Add,2729.0
Subtract,2587.0
Multiply,5467.0
Divide,2454.0
Modulo,4709.0
Add,2538.0
Subtract,2692.0
Multiply,5710.0
Divide,2201.0
Modulo,4737.0
Add,2743.0
Subtract,3240.0
Multiply,5484.0
Divide,2324.0
Modulo,5167.0
Add,2293.0
Subtract,2701.0
Multiply,5573.0
Divide,2284.0
Modulo,4892.0
Add,2698.0
Subtract,2553.0
Multiply,5891.0
Divide,2522.0
Modulo,4976.0
Add,3212.0
Subtract,2378.0
Multiply,5450.0
Divide,2318.0
Modulo,4899.0
Add,2287.0
Subtract,2631.0
Multiply,5864.0
Divide,2487.0
Modulo,5207.0
Add,2494.0
Subtract,2775.0
Multiply,5827.0
Divide,2262.0
Modulo,4748.0
Add,2590.0
Subtract,3261.0
Multiply,5639.0
Divide,2297.0
Modulo,4607.0
Add,2261.0
Subtract,2737.0
Multiply,5776.0
Divide,2418.0
Modulo,4760.0
Add,2783.0
Subtract,2463.0
Multiply,5699.0
Divide,2365.0
Modulo,5384.0
Add,2345.0
Subtract,2804.0
Multiply,5236.0
Divide,2289.0
Modulo,4367.0
Add,2747.0
Subtract,2369.0
Multiply,6214.0
Divide,2428.0
Modulo,4869.0
Add,2536.0
Subtract,2934.0
Multiply,6205.0
Divide,2464.0
Modulo,4999.0
Add,2874.0
Subtract,2596.0
Multiply,5663.0
Divide,2323.0
Modulo,5318.0
Add,2606.0
Subtract,2531.0
Multiply,6283.0
Divide,2515.0
Modulo,4710.0
Add,2338.0
Subtract,3132.0
Multiply,5956.0
Divide,2466.0
Modulo,4695.0
Add,2964.0
Subtract,2297.0
Multiply,5876.0
Divide,2360.0
Modulo,4729.0
Add,2428.0
Subtract,2568.0
Multiply,6945.0
Divide,2360.0
Modulo,4995.0
Add,2781.0
Subtract,3359.0
Multiply,6352.0
Divide,2503.0
Modulo,4615.0
Add,2712.0
Subtract,2706.0
Multiply,5647.0
Divide,2509.0
Modulo,5095.0
Add,3016.0
Subtract,2631.0
Multiply,6156.0
Divide,2438.0
Modulo,4559.0
Add,2684.0
Subtract,2690.0
Multiply,5998.0
Divide,2309.0
Modulo,4852.0
Add,2676.0
Subtract,2778.0
Multiply,5288.0
Divide,2317.0
Modulo,5078.0
Add,2367.0
Subtract,2644.0
Multiply,5603.0
Divide,2409.0
Modulo,4948.0
Add,2284.0
Subtract,2588.0
Multiply,5837.0
Divide,2390.0
Modulo,4316.0
Add,2109.0
Subtract,3152.0
Multiply,5936.0
Divide,2432.0
Modulo,4707.0
Add,2241.0
Subtract,2495.0
Multiply,5390.0
Divide,2439.0
Modulo,4536.0
Add,2527.0
Subtract,2536.0
Multiply,5871.0
Divide,2260.0
Modulo,4771.0
Add,2661.0
Subtract,2846.0
Multiply,5309.0
Divide,2321.0
Modulo,5201.0
Add,2328.0
Subtract,3208.0
Multiply,5421.0
Divide,2490.0
Modulo,4311.0
Add,2874.0
Subtract,2820.0
Multiply,5983.0
Divide,2335.0
Modulo,4406.0
Add,3025.0
Subtract,2573.0
Multiply,5629.0
Divide,2306.0
Modulo,4229.0
Add,2623.0
Subtract,2730.0
Multiply,5471.0
Divide,2350.0
Modulo,4306.0
Add,2202.0
Subtract,2716.0
Multiply,6407.0
Divide,2417.0
Modulo,4846.0
Add,2529.0
Subtract,2897.0
Multiply,5961.0
Divide,2310.0
Modulo,4916.0
Add,2050.0
Subtract,2968.0
Multiply,5688.0
Divide,2266.0
Modulo,4751.0
Add,2944.0
Subtract,2988.0
Multiply,6323.0
Divide,2407.0
Modulo,4823.0
Add,2762.0
Subtract,3137.0
Multiply,6014.0
Divide,2443.0
Modulo,4745.0
Add,2652.0
Subtract,3131.0
Multiply,5892.0
Divide,2562.0
Modulo,5585.0
Add,2220.0
Subtract,2433.0
Multiply,6046.0
Divide,2312.0
Modulo,4616.0
Add,2685.0
Subtract,2791.0
Multiply,5403.0
Divide,2376.0
Modulo,4650.0
Add,2454.0
Subtract,2308.0
Multiply,5329.0
Divide,2541.0
Modulo,5359.0
Add,2504.0
Subtract,2762.0
Multiply,5765.0
Divide,2310.0
Modulo,4763.0
Add,2434.0
Subtract,2798.0
Multiply,5585.0
Divide,2284.0
Modulo,5022.0
Add,2813.0
Subtract,2754.0
Multiply,6152.0
Divide,2434.0
Modulo,4696.0
Add,2745.0
Subtract,2995.0
Multiply,5809.0
Divide,2434.0
Modulo,4871.0
Add,2279.0
Subtract,2667.0
Multiply,6293.0
Divide,2412.0
Modulo,4862.0
Add,2464.0
Subtract,2888.0
Multiply,6095.0
Divide,2292.0
Modulo,4838.0
Add,2790.0
Subtract,3178.0
Multiply,5931.0
Divide,2435.0
Modulo,4580.0
Add,2311.0
Subtract,3182.0
Multiply,5593.0
Divide,2382.0
Modulo,4672.0
Add,2929.0
Subtract,2822.0
Multiply,5698.0
Divide,2458.0
Modulo,5184.0
Add,2768.0
Subtract,2453.0
Multiply,6147.0
Divide,2392.0
Modulo,4511.0
Add,2677.0
Subtract,3028.0
Multiply,5822.0
Divide,2411.0
Modulo,4813.0
Add,3015.0
Subtract,2890.0
Multiply,5431.0
Divide,2233.0
Modulo,5057.0
Add,2754.0
Subtract,2959.0
Multiply,6272.0
Divide,2407.0
Modulo,4893.0
Add,2234.0
Subtract,2807.0
Multiply,5482.0
Divide,2280.0
Modulo,4549.0
Add,1987.0
Subtract,2969.0
Multiply,6125.0
Divide,2294.0
Modulo,4621.0
Add,2558.0
Subtract,3269.0
Multiply,6102.0
Divide,2263.0
Modulo,4260.0
Add,2713.0
Subtract,3162.0
Multiply,5685.0
Divide,2488.0
Modulo,4407.0
Add,2697.0
Subtract,2942.0
Multiply,5396.0
Divide,2441.0
Modulo,4734.0
Add,2981.0
Subtract,2731.0
Multiply,5969.0
Divide,2514.0
Modulo,4832.0
Add,2754.0
Subtract,2838.0
Multiply,6333.0
Divide,2619.0
Modulo,5240.0
Add,2214.0
Subtract,2872.0
Multiply,6174.0
Divide,2376.0
Modulo,5001.0
Add,2610.0
Subtract,2657.0
Multiply,5766.0
Divide,2268.0
Modulo,4559.0
Add,2553.0
Subtract,3319.0
Multiply,5753.0
Divide,2342.0
Modulo,4749.0
Add,2714.0
Subtract,2988.0
Multiply,5637.0
Divide,2400.0
Modulo,4831.0
Add,2202.0
Subtract,2257.0
Multiply,5323.0
Divide,2546.0
Modulo,4515.0
Add,2307.0
Subtract,2924.0
Multiply,5774.0
Divide,2522.0
Modulo,4475.0
Add,2769.0
Subtract,2965.0
Multiply,5505.0
Divide,2535.0
Modulo,5284.0
Add,2541.0
Subtract,2464.0
Multiply,5761.0
Divide,2450.0
Modulo,4685.0
Add,2178.0
Subtract,2490.0
Multiply,5885.0
Divide,2349.0
Modulo,4542.0
Add,2962.0
Subtract,2446.0
Multiply,6262.0
Divide,2561.0
Modulo,4412.0
Add,2647.0
Subtract,2608.0
Multiply,5750.0
Divide,2296.0
Modulo,5016.0
Add,2470.0
Subtract,2924.0
Multiply,6093.0
Divide,2414.0
Modulo,4818.0
Add,2872.0
Subtract,2997.0
Multiply,6074.0
Divide,2333.0
Modulo,5391.0
Add,2513.0
Subtract,2361.0
Multiply,5768.0
Divide,2439.0
Modulo,4775.0
Add,2506.0
Subtract,3270.0
Multiply,6048.0
Divide,2459.0
Modulo,4705.0
Add,2374.0
Subtract,2448.0
Multiply,6094.0
Divide,2374.0
Modulo,4364.0
Add,2354.0
Subtract,2538.0
Multiply,6388.0
Divide,2408.0
Modulo,4800.0
Add,2485.0
Subtract,2785.0
Multiply,5803.0
Divide,2468.0
Modulo,5128.0
Add,2249.0
Subtract,3342.0
Multiply,6235.0
Divide,2477.0
Modulo,4789.0
Add,2739.0
Subtract,2466.0
Multiply,5410.0
Divide,2333.0
Modulo,4807.0
Add,2248.0
Subtract,3039.0
Multiply,6452.0
Divide,2437.0
Modulo,5235.0
Add,2308.0
Subtract,2846.0
Multiply,5538.0
Divide,2329.0
Modulo,4347.0
Add,2631.0
Subtract,2803.0
Multiply,5919.0
Divide,2344.0
Modulo,4745.0
Add,2747.0
Subtract,2954.0
Multiply,5845.0
Divide,2456.0
Modulo,4509.0
Add,2273.0
Subtract,2758.0
Multiply,6316.0
Divide,2416.0
Modulo,5236.0
Add,3357.0
Subtract,2380.0
Multiply,6209.0
Divide,2478.0
Modulo,4968.0
Add,2514.0
Subtract,2567.0
Multiply,6257.0
Divide,2317.0
Modulo,4799.0
Add,2839.0
Subtract,2772.0
Multiply,5942.0
Divide,2415.0
Modulo,4824.0
Add,2307.0
Subtract,2649.0
Multiply,5766.0
Divide,2401.0
Modulo,5043.0
Add,3517.0
Subtract,3226.0
Multiply,5738.0
Divide,2537.0
Modulo,4924.0
Add,2986.0
Subtract,2626.0
Multiply,5864.0
Divide,2474.0
Modulo,4790.0
Add,2734.0
Subtract,2579.0
Multiply,5948.0
Divide,2342.0
Modulo,4632.0
Add,3087.0
Subtract,2434.0
Multiply,5926.0
Divide,2430.0
Modulo,4503.0
Add,2377.0
Subtract,2579.0
Multiply,6339.0
Divide,2377.0
Modulo,5083.0
Add,2209.0
Subtract,2821.0
Multiply,6254.0
Divide,2422.0
Modulo,4604.0
Add,2533.0
Subtract,2480.0
Multiply,5957.0
Divide,2569.0
Modulo,4826.0
Add,1939.0
Subtract,3159.0
Multiply,6020.0
Divide,2409.0
Modulo,4259.0
Add,2676.0
Subtract,2847.0
Multiply,6207.0
Divide,2456.0
Modulo,4126.0
Add,2366.0
Subtract,3282.0
Multiply,5124.0
Divide,2218.0
Modulo,4648.0
Add,2159.0
Subtract,2569.0
Multiply,6663.0
Divide,2391.0
Modulo,5085.0
Add,2838.0
Subtract,2667.0
Multiply,5780.0
Divide,2222.0
Modulo,4672.0
Add,2703.0
Subtract,2580.0
Multiply,6365.0
Divide,2380.0
Modulo,4749.0
Add,2646.0
Subtract,2756.0
Multiply,5644.0
Divide,2409.0
Modulo,4416.0
Add,2576.0
Subtract,2857.0
Multiply,6671.0
Divide,2402.0
Modulo,4825.0
Add,2483.0
Subtract,2445.0
Multiply,5447.0
Divide,2482.0
Modulo,4630.0
Add,2149.0
Subtract,3065.0
Multiply,5722.0
Divide,2406.0
Modulo,4466.0
Add,2221.0
Subtract,2476.0
Multiply,5718.0
Divide,2329.0
Modulo,4500.0
Add,2372.0
Subtract,2553.0
Multiply,5720.0
Divide,2379.0
Modulo,5204.0
Add,2776.0
Subtract,2577.0
Multiply,6217.0
Divide,2514.0
Modulo,5138.0
Add,2549.0
Subtract,2867.0
Multiply,5832.0
Divide,2240.0
Modulo,5001.0
Add,2627.0
Subtract,2874.0
Multiply,6388.0
Divide,2240.0
Modulo,4088.0
Add,2655.0
Subtract,2627.0
Multiply,6541.0
Divide,2384.0
Modulo,4775.0
Add,2422.0
Subtract,2605.0
Multiply,5927.0
Divide,2214.0
Modulo,5498.0
Add,2539.0
Subtract,2364.0
Multiply,5612.0
Divide,2629.0
Modulo,4335.0
Add,2446.0
Subtract,2508.0
Multiply,6799.0
Divide,2393.0
Modulo,4850.0
Add,2304.0
Subtract,3256.0
Multiply,5876.0
Divide,2603.0
Modulo,4988.0
Add,2813.0
Subtract,2629.0
Multiply,5898.0
Divide,2447.0
Modulo,4733.0
Add,2656.0
Subtract,3325.0
Multiply,6613.0
Divide,2335.0
Modulo,4927.0
Add,2737.0
Subtract,2983.0
Multiply,5445.0
Divide,2467.0
Modulo,4560.0
Add,2579.0
Subtract,2276.0
Multiply,5676.0
Divide,2372.0
Modulo,4887.0
Add,3041.0
Subtract,2764.0
Multiply,5689.0
Divide,2331.0
Modulo,5103.0
Add,2451.0
Subtract,2567.0
Multiply,5073.0
Divide,2452.0
Modulo,5057.0
Add,3240.0
Subtract,2862.0
Multiply,6050.0
Divide,2527.0
Modulo,4860.0
Add,2337.0
Subtract,3079.0
Multiply,6307.0
Divide,2629.0
Modulo,5259.0
Add,2501.0
Subtract,2640.0
Multiply,5631.0
Divide,2384.0
Modulo,4750.0
Add,2527.0
Subtract,2436.0
Multiply,6149.0
Divide,2342.0
Modulo,4773.0
Add,2998.0
Subtract,3173.0
Multiply,6185.0
Divide,2292.0
Modulo,5729.0
Add,2491.0
Subtract,2814.0
Multiply,6365.0
Divide,2353.0
Modulo,4992.0
Add,2731.0
Subtract,2819.0
Multiply,5645.0
Divide,2409.0
Modulo,4748.0
Add,2481.0
Subtract,2772.0
Multiply,5829.0
Divide,2385.0
Modulo,4876.0
Add,2824.0
Subtract,3373.0
Multiply,5521.0
Divide,2361.0
Modulo,5160.0
Add,2324.0
Subtract,3089.0
Multiply,5550.0
Divide,2470.0
Modulo,4668.0
Add,2307.0
Subtract,3082.0
Multiply,5969.0
Divide,2629.0
Modulo,4816.0
Add,2603.0
Subtract,2621.0
Multiply,5600.0
Divide,2301.0
Modulo,4884.0
Add,2201.0
Subtract,2530.0
Multiply,5802.0
Divide,2478.0
Modulo,4458.0
Add,2818.0
Subtract,2773.0
Multiply,6027.0
Divide,2277.0
Modulo,4966.0
Add,3005.0
Subtract,2566.0
Multiply,6045.0
Divide,2417.0
Modulo,4620.0
Add,2905.0
Subtract,2931.0
Multiply,6115.0
Divide,2394.0
Modulo,4386.0
Add,2328.0
Subtract,3038.0
Multiply,5806.0
Divide,2323.0
Modulo,4839.0
Add,2626.0
Subtract,2693.0
Multiply,6206.0
Divide,2383.0
Modulo,5033.0
Add,2186.0
Subtract,2494.0
Multiply,5769.0
Divide,2368.0
Modulo,4410.0
Add,2364.0
Subtract,2766.0
Multiply,5942.0
Divide,2331.0
Modulo,4578.0
Add,2604.0
Subtract,2750.0
Multiply,6665.0
Divide,2373.0
Modulo,5350.0
Add,2376.0
Subtract,2799.0
Multiply,5973.0
Divide,2524.0
Modulo,4985.0
Add,2976.0
Subtract,2804.0
Multiply,5908.0
Divide,2273.0
Modulo,5020.0
Add,2577.0
Subtract,2789.0
Multiply,5864.0
Divide,2435.0
Modulo,4584.0
Add,2223.0
Subtract,2719.0
Multiply,5710.0
Divide,2591.0
Modulo,4389.0
Add,2852.0
Subtract,2672.0
Multiply,5631.0
Divide,2235.0
Modulo,5420.0
Add,2742.0
Subtract,2834.0
Multiply,5859.0
Divide,2498.0
Modulo,4886.0
Add,2648.0
Subtract,3142.0
Multiply,5982.0
Divide,2457.0
Modulo,4963.0
Add,2664.0
Subtract,2641.0
Multiply,6087.0
Divide,2362.0
Modulo,4335.0
Add,2687.0
Subtract,2951.0
Multiply,5772.0
Divide,2463.0
Modulo,4862.0
Add,2461.0
Subtract,3287.0
Multiply,5798.0
Divide,2252.0
Modulo,4822.0
Add,2362.0
Subtract,2532.0
Multiply,5876.0
Divide,2324.0
Modulo,5293.0
Add,3221.0
Subtract,2679.0
Multiply,5835.0
Divide,2441.0
Modulo,5002.0
Add,2350.0
Subtract,3207.0
Multiply,5756.0
Divide,2383.0
Modulo,4394.0
Add,2237.0
Subtract,2602.0
Multiply,5662.0
Divide,2328.0
Modulo,4421.0
Add,2224.0
Subtract,2632.0
Multiply,5797.0
Divide,2164.0
Modulo,5473.0
Add,2212.0
Subtract,3112.0
Multiply,5951.0
Divide,2466.0
Modulo,5028.0
Add,3105.0
Subtract,2506.0
Multiply,5679.0
Divide,2441.0
Modulo,4893.0
Add,2898.0
Subtract,3175.0
Multiply,6416.0
Divide,2341.0
Modulo,4732.0
Add,2350.0
Subtract,3262.0
Multiply,6088.0
Divide,2512.0
Modulo,4493.0
Add,3096.0
Subtract,3029.0
Multiply,6400.0
Divide,2470.0
Modulo,4669.0
Add,2598.0
Subtract,2980.0
Multiply,5636.0
Divide,2341.0
Modulo,5216.0
Add,2349.0
Subtract,3420.0
Multiply,6321.0
Divide,2311.0
Modulo,4861.0
Add,2593.0
Subtract,2851.0
Multiply,5667.0
Divide,2335.0
Modulo,4469.0
Add,2489.0
Subtract,2537.0
Multiply,6065.0
Divide,2398.0
Modulo,4552.0
Add,3345.0
Subtract,3248.0
Multiply,5667.0
Divide,2337.0
Modulo,4916.0
Add,2607.0
Subtract,2794.0
Multiply,5929.0
Divide,2385.0
Modulo,4643.0
Add,2465.0
Subtract,2966.0
Multiply,5749.0
Divide,2371.0
Modulo,4877.0
Add,2548.0
Subtract,2461.0
Multiply,5657.0
Divide,2303.0
Modulo,5030.0
Add,2579.0
Subtract,3000.0
Multiply,5586.0
Divide,2408.0
Modulo,4879.0
Add,3076.0
Subtract,2777.0
Multiply,5838.0
Divide,2511.0
Modulo,4111.0
Add,2225.0
Subtract,2560.0
Multiply,6072.0
Divide,2419.0
Modulo,4716.0
Add,2600.0
Subtract,3017.0
Multiply,5589.0
Divide,2519.0
Modulo,4732.0
Add,2515.0
Subtract,3359.0
Multiply,5913.0
Divide,2302.0
Modulo,4692.0
Add,2130.0
Subtract,2817.0
Multiply,5954.0
Divide,2400.0
Modulo,5266.0
Add,2804.0
Subtract,2533.0
Multiply,6737.0
Divide,2550.0
Modulo,5027.0
Add,2499.0
Subtract,3255.0
Multiply,5933.0
Divide,2477.0
Modulo,4126.0
Add,2455.0
Subtract,2560.0
Multiply,5915.0
Divide,2417.0
Modulo,4766.0
Add,2516.0
Subtract,3183.0
Multiply,5609.0
Divide,2225.0
Modulo,5251.0
Add,2171.0
Subtract,2894.0
Multiply,6338.0
Divide,2443.0
Modulo,4623.0
Add,2834.0
Subtract,2486.0
Multiply,5791.0
Divide,2373.0
Modulo,4846.0
Add,3026.0
Subtract,3176.0
Multiply,6561.0
Divide,2320.0
Modulo,5364.0
Add,2992.0
Subtract,2699.0
Multiply,5772.0
Divide,2257.0
Modulo,4648.0
Add,2067.0
Subtract,2925.0
Multiply,6251.0
Divide,2405.0
Modulo,4533.0
Add,2259.0
Subtract,2444.0
Multiply,5906.0
Divide,2446.0
Modulo,4961.0
Add,2734.0
Subtract,3029.0
Multiply,5616.0
Divide,2387.0
Modulo,4903.0
Add,2516.0
Subtract,2649.0
Multiply,6032.0
Divide,2331.0
Modulo,5413.0
Add,2172.0
Subtract,2989.0
Multiply,6138.0
Divide,2484.0
Modulo,4600.0
Add,2115.0
Subtract,2637.0
Multiply,5925.0
Divide,2411.0
Modulo,5148.0
Add,2393.0
Subtract,2385.0
Multiply,6217.0
Divide,2434.0
Modulo,4509.0
Add,2544.0
Subtract,3505.0
Multiply,6607.0
Divide,2447.0
Modulo,5293.0
Add,2172.0
Subtract,2791.0
Multiply,5765.0
Divide,2283.0
Modulo,4624.0
Add,2349.0
Subtract,3765.0
Multiply,5520.0
Divide,2253.0
Modulo,4799.0
Add,2607.0
Subtract,2844.0
Multiply,6127.0
Divide,2496.0
Modulo,4592.0
Add,2537.0
Subtract,2715.0
Multiply,5790.0
Divide,2304.0
Modulo,5196.0
Add,2525.0
Subtract,2597.0
Multiply,5962.0
Divide,2371.0
Modulo,4602.0
Add,2870.0
Subtract,2974.0
Multiply,5240.0
Divide,2480.0
Modulo,4821.0
Add,2864.0
Subtract,2595.0
Multiply,5638.0
Divide,2466.0
Modulo,4884.0
Add,2441.0
Subtract,2638.0
Multiply,5643.0
Divide,2300.0
Modulo,5051.0
Add,2962.0
Subtract,2581.0
Multiply,5916.0
Divide,2219.0
Modulo,4753.0
Add,2981.0
Subtract,3441.0
Multiply,5613.0
Divide,2473.0
Modulo,4891.0
Add,2381.0
Subtract,2678.0
Multiply,6033.0
Divide,2443.0
Modulo,4300.0
Add,2408.0
Subtract,2526.0
Multiply,6108.0
Divide,2449.0
Modulo,4923.0
Add,2959.0
Subtract,2727.0
Multiply,5544.0
Divide,2481.0
Modulo,5496.0
Add,2078.0
Subtract,2915.0
Multiply,5866.0
Divide,2463.0
Modulo,5230.0
Add,2011.0
Subtract,3153.0
Multiply,6185.0
Divide,2425.0
Modulo,4704.0
Add,2222.0
Subtract,2396.0
Multiply,5825.0
Divide,2307.0
Modulo,4628.0
Add,2675.0
Subtract,2866.0
Multiply,5943.0
Divide,2318.0
Modulo,4653.0
Add,2818.0
Subtract,2711.0
Multiply,5853.0
Divide,2440.0
Modulo,4694.0
Add,2411.0
Subtract,2875.0
Multiply,6166.0
Divide,2463.0
Modulo,5021.0
Add,2053.0
Subtract,2543.0
Multiply,5730.0
Divide,2481.0
Modulo,4210.0
Add,2833.0
Subtract,2549.0
Multiply,5910.0
Divide,2527.0
Modulo,4805.0
Add,2929.0
Subtract,3112.0
Multiply,6034.0
Divide,2371.0
Modulo,5635.0
Add,2821.0
Subtract,2718.0
Multiply,6161.0
Divide,2139.0
Modulo,5125.0
Add,2452.0
Subtract,2447.0
Multiply,6657.0
Divide,2545.0
Modulo,4632.0
Add,2528.0
Subtract,2797.0
Multiply,6092.0
Divide,2439.0
Modulo,5168.0
Add,2534.0
Subtract,2638.0
Multiply,6034.0
Divide,2494.0
Modulo,4337.0
Add,2448.0
Subtract,2757.0
Multiply,6039.0
Divide,2463.0
Modulo,4445.0
Add,2244.0
Subtract,3039.0
Multiply,5456.0
Divide,2318.0
Modulo,4523.0
Add,2375.0
Subtract,3041.0
Multiply,5634.0
Divide,2315.0
Modulo,4696.0
Add,2565.0
Subtract,2777.0
Multiply,5957.0
Divide,2414.0
Modulo,5260.0
Add,2593.0
Subtract,3025.0
Multiply,6735.0
Divide,2316.0
Modulo,4162.0
Add,3497.0
Subtract,2550.0
Multiply,6373.0
Divide,2429.0
Modulo,4562.0
Add,2644.0
Subtract,2714.0
Multiply,5587.0
Divide,2384.0
Modulo,4637.0
Add,2436.0
Subtract,3185.0
Multiply,6028.0
Divide,2474.0
Modulo,5239.0
Add,2417.0
Subtract,2694.0
Multiply,5661.0
Divide,2563.0
Modulo,5337.0
Add,2815.0
Subtract,2676.0
Multiply,5590.0
Divide,2324.0
Modulo,4443.0
Add,2072.0
Subtract,2925.0
Multiply,5990.0
Divide,2263.0
Modulo,4535.0
Add,2471.0
Subtract,2733.0
Multiply,5577.0
Divide,2632.0
Modulo,4341.0
Add,2634.0
Subtract,3335.0
Multiply,5879.0
Divide,2511.0
Modulo,4731.0
Add,2766.0
Subtract,2400.0
Multiply,5398.0
Divide,2407.0
Modulo,5259.0
Add,2412.0
Subtract,2612.0
Multiply,6266.0
Divide,2404.0
Modulo,5268.0
Add,2520.0
Subtract,2376.0
Multiply,6439.0
Divide,2388.0
Modulo,5160.0
Add,2490.0
Subtract,3221.0
Multiply,6256.0
Divide,2210.0
Modulo,4654.0
Add,2766.0
Subtract,3173.0
Multiply,6014.0
Divide,2296.0
Modulo,5645.0
Add,2171.0
Subtract,3154.0
Multiply,6199.0
Divide,2130.0
Modulo,4571.0
Add,2448.0
Subtract,3118.0
Multiply,5909.0
Divide,2413.0
Modulo,5503.0
Add,2431.0
Subtract,2808.0
Multiply,5969.0
Divide,2292.0
Modulo,5032.0
Add,2733.0
Subtract,2619.0
Multiply,5619.0
Divide,2389.0
Modulo,4844.0
Add,2900.0
Subtract,2502.0
Multiply,5839.0
Divide,2443.0
Modulo,4765.0
Add,2418.0
Subtract,2550.0
Multiply,5858.0
Divide,2386.0
Modulo,5038.0
Add,2622.0
Subtract,2953.0
Multiply,5810.0
Divide,2263.0
Modulo,5022.0
Add,2639.0
Subtract,2958.0
Multiply,5953.0
Divide,2345.0
Modulo,5358.0
Add,2693.0
Subtract,2455.0
Multiply,5776.0
Divide,2392.0
Modulo,4921.0
Add,2543.0
Subtract,2593.0
Multiply,5680.0
Divide,2340.0
Modulo,5058.0
Add,3097.0
Subtract,2997.0
Multiply,6214.0
Divide,2353.0
Modulo,5038.0
Add,2567.0
Subtract,2677.0
Multiply,6140.0
Divide,2472.0
Modulo,4490.0
Add,3146.0
Subtract,2842.0
Multiply,5565.0
Divide,2634.0
Modulo,4438.0
Add,3244.0
Subtract,2626.0
Multiply,6011.0
Divide,2118.0
Modulo,4615.0
Add,2354.0
Subtract,2722.0
Multiply,5574.0
Divide,2402.0
Modulo,4204.0
Add,2392.0
Subtract,3462.0
Multiply,5956.0
Divide,2381.0
Modulo,4787.0
Add,2147.0
Subtract,2535.0
Multiply,6195.0
Divide,2339.0
Modulo,4773.0
Add,2897.0
Subtract,2878.0
Multiply,6159.0
Divide,2275.0
Modulo,5145.0
Add,2727.0
Subtract,2978.0
Multiply,5786.0
Divide,2438.0
Modulo,4992.0
Add,2877.0
Subtract,2799.0
Multiply,6096.0
Divide,2541.0
Modulo,5291.0
Add,2793.0
Subtract,2199.0
Multiply,5564.0
Divide,2433.0
Modulo,4531.0
Add,2347.0
Subtract,3129.0
Multiply,5893.0
Divide,2441.0
Modulo,4931.0
Add,3250.0
Subtract,2585.0
Multiply,5978.0
Divide,2299.0
Modulo,4394.0
Add,3113.0
Subtract,2977.0
Multiply,5853.0
Divide,2235.0
Modulo,5160.0
Add,2089.0
Subtract,2813.0
Multiply,6588.0
Divide,2490.0
Modulo,4657.0
Add,2471.0
Subtract,2679.0
Multiply,6153.0
Divide,2253.0
Modulo,4747.0
Add,3142.0
Subtract,2318.0
Multiply,5961.0
