operator,conquest_epoch
Add,2777.0
Subtract,2706.0
Multiply,6023.0
Divide,2288.0
Modulo,5131.0
Add,2417.0
Subtract,2594.0
Multiply,6301.0
Divide,2492.0
Modulo,4498.0
Add,2572.0
Subtract,3169.0
Multiply,6014.0
Divide,2370.0
Modulo,4531.0
Add,2416.0
Subtract,2400.0
Multiply,6091.0
Divide,2514.0
Modulo,4167.0
Add,2423.0
Subtract,2773.0
Multiply,6137.0
Divide,2325.0
Modulo,4992.0
Add,2759.0
Subtract,2913.0
Multiply,5996.0
Divide,2410.0
Modulo,5469.0
Add,3138.0
Subtract,2374.0
Multiply,5629.0
Divide,2260.0
Modulo,4545.0
Add,2640.0
Subtract,3093.0
Multiply,5617.0
Divide,2375.0
Modulo,4679.0
Add,2073.0
Subtract,2792.0
Multiply,5679.0
Divide,2346.0
Modulo,4964.0
Add,2585.0
Subtract,2802.0
Multiply,6395.0
Divide,2367.0
Modulo,5090.0
Add,2518.0
Subtract,3064.0
Multiply,5692.0
Divide,2596.0
Modulo,4746.0
Add,2598.0
Subtract,2735.0
Multiply,5787.0
Divide,2268.0
Modulo,4553.0
Add,3105.0
Subtract,2857.0
Multiply,5580.0
Divide,2413.0
Modulo,5098.0
Add,3177.0
Subtract,2316.0
Multiply,6097.0
Divide,2371.0
Modulo,5210.0
Add,2388.0
Subtract,2541.0
Multiply,5844.0
Divide,2089.0
Modulo,4346.0
Add,2871.0
Subtract,2859.0
Multiply,5904.0
Divide,2504.0
Modulo,4816.0
Add,2304.0
Subtract,2455.0
Multiply,5836.0
Divide,2473.0
Modulo,5673.0
Add,2638.0
Subtract,2843.0
Multiply,5980.0
Divide,2362.0
Modulo,5494.0
Add,2536.0
Subtract,3264.0
Multiply,6040.0
Divide,2501.0
Modulo,4979.0
Add,2925.0
Subtract,3042.0
Multiply,5459.0
Divide,2301.0
Modulo,5194.0
Add,2461.0
Subtract,2287.0
Multiply,5722.0
Divide,2453.0
Modulo,4971.0
Add,2632.0
Subtract,2642.0
Multiply,5671.0
Divide,2374.0
Modulo,5247.0
Add,2229.0
Subtract,2499.0
Multiply,5782.0
Divide,2324.0
Modulo,4982.0
Add,2593.0
Subtract,2432.0
Multiply,5733.0
Divide,2383.0
Modulo,4925.0
Add,2342.0
Subtract,2240.0
Multiply,5366.0
Divide,2283.0
Modulo,4595.0
Add,2511.0
Subtract,2366.0
Multiply,5441.0
Divide,2507.0
Modulo,4640.0
Add,2373.0
Subtract,2545.0
Multiply,6404.0
Divide,2319.0
Modulo,4402.0
Add,2361.0
Subtract,2485.0
Multiply,6047.0
Divide,2381.0
Modulo,4484.0
Add,2331.0
Subtract,3271.0
Multiply,5985.0
Divide,2445.0
Modulo,4531.0
Add,2723.0
Subtract,2759.0
Multiply,6206.0
Divide,2417.0
Modulo,5049.0
Add,2275.0
Subtract,2635.0
Multiply,5855.0
Divide,2428.0
Modulo,5238.0
Add,2559.0
Subtract,2621.0
Multiply,5153.0
Divide,2337.0
Modulo,4548.0
Add,2484.0
Subtract,2649.0
Multiply,5597.0
Divide,2443.0
Modulo,4466.0
Add,2185.0
Subtract,3203.0
Multiply,5754.0
Divide,2438.0
Modulo,4719.0
Add,3240.0
Subtract,2514.0
Multiply,5747.0
Divide,2199.0
Modulo,5305.0
Add,2681.0
Subtract,2468.0
Multiply,5563.0
Divide,2412.0
Modulo,5213.0
Add,2808.0
Subtract,2929.0
Multiply,5632.0
Divide,2327.0
Modulo,4361.0
Add,2588.0
Subtract,2744.0
Multiply,5891.0
Divide,2325.0
Modulo,4949.0
Add,2518.0
Subtract,2211.0
Multiply,5639.0
Divide,2320.0
Modulo,4918.0
Add,2283.0
Subtract,2824.0
Multiply,5472.0
Divide,2457.0
Modulo,4739.0
Add,2340.0
Subtract,2766.0
Multiply,5754.0
Divide,2509.0
Modulo,4562.0
Add,2502.0
Subtract,2567.0
Multiply,5439.0
Divide,2420.0
Modulo,4640.0
Add,2699.0
Subtract,3140.0
Multiply,5946.0
Divide,2457.0
Modulo,4868.0
Add,2224.0
Subtract,2390.0
Multiply,6102.0
Divide,2431.0
Modulo,5398.0
Add,2266.0
Subtract,3007.0
Multiply,6056.0
Divide,2384.0
Modulo,4922.0
Add,2490.0
Subtract,3034.0
Multiply,6258.0
Divide,2501.0
Modulo,4748.0
Add,2358.0
Subtract,2751.0
Multiply,5969.0
Divide,2533.0
Modulo,5472.0
Add,2121.0
Subtract,2704.0
Multiply,6006.0
Divide,2553.0
Modulo,4836.0
Add,2690.0
Subtract,2621.0
Multiply,5806.0
Divide,2301.0
Modulo,4917.0
Add,2429.0
Subtract,2477.0
Multiply,5870.0
Divide,2486.0
Modulo,4662.0
Add,2457.0
Subtract,2585.0
Multiply,6186.0
Divide,2332.0
Modulo,4723.0
Add,2569.0
Subtract,2573.0
Multiply,6379.0
Divide,2375.0
Modulo,4381.0
Add,2264.0
Subtract,2902.0
Multiply,6059.0
Divide,2543.0
Modulo,4947.0
Add,3019.0
Subtract,2906.0
Multiply,5915.0
Divide,2670.0
Modulo,4911.0
Add,2121.0
Subtract,2712.0
Multiply,5933.0
Divide,2594.0
Modulo,4903.0
Add,2873.0
Subtract,3360.0
Multiply,5687.0
Divide,2467.0
Modulo,4763.0
Add,2951.0
Subtract,2623.0
Multiply,5814.0
Divide,2258.0
Modulo,4535.0
Add,2375.0
Subtract,2656.0
Multiply,5672.0
Divide,2196.0
Modulo,4984.0
Add,2299.0
Subtract,2828.0
Multiply,5849.0
Divide,2420.0
Modulo,4843.0
Add,2047.0
Subtract,2862.0
Multiply,6156.0
Divide,2392.0
Modulo,4572.0
Add,2137.0
Subtract,2354.0
Multiply,5980.0
Divide,2367.0
Modulo,5553.0
Add,2515.0
Subtract,2470.0
Multiply,6507.0
Divide,2471.0
Modulo,4894.0
Add,2408.0
Subtract,2770.0
Multiply,5928.0
Divide,2439.0
Modulo,5140.0
Add,2818.0
Subtract,2882.0
Multiply,6276.0
Divide,2245.0
Modulo,4792.0
Add,2403.0
Subtract,2134.0
Multiply,5931.0
Divide,2371.0
Modulo,4646.0
Add,2550.0
Subtract,2743.0
Multiply,5656.0
Divide,2514.0
Modulo,4179.0
Add,2731.0
Subtract,2616.0
Multiply,6168.0
Divide,2449.0
Modulo,4473.0
Add,3003.0
Subtract,2910.0
Multiply,5957.0
Divide,2608.0
Modulo,4841.0
Add,2726.0
Subtract,2964.0
Multiply,6274.0
Divide,2376.0
Modulo,4902.0
Add,2411.0
Subtract,3065.0
Multiply,5955.0
Divide,2389.0
Modulo,4884.0
Add,2719.0
Subtract,2782.0
Multiply,6456.0
Divide,2358.0
Modulo,4733.0
Add,2802.0
Subtract,2918.0
Multiply,5985.0
Divide,2512.0
Modulo,4704.0
Add,2737.0
Subtract,2445.0
Multiply,5356.0
Divide,2569.0
Modulo,5257.0
Add,2329.0
Subtract,2621.0
Multiply,5671.0
Divide,2589.0
Modulo,4895.0
Add,2208.0
Subtract,3645.0
Multiply,6040.0
Divide,2312.0
Modulo,4958.0
Add,2540.0
Subtract,2752.0
Multiply,5843.0
Divide,2273.0
Modulo,4509.0
Add,3007.0
Subtract,3134.0
Multiply,5341.0
Divide,2424.0
Modulo,4449.0
Add,2491.0
Subtract,2885.0
Multiply,5430.0
Divide,2392.0
Modulo,4991.0
Add,2828.0
Subtract,2711.0
Multiply,5778.0
Divide,2356.0
Modulo,5222.0
Add,2126.0
Subtract,2709.0
Multiply,5753.0
Divide,2227.0
Modulo,4824.0
Add,2535.0
Subtract,2479.0
Multiply,6460.0
Divide,2405.0
Modulo,5215.0
Add,2517.0
Subtract,2627.0
Multiply,6853.0
Divide,2457.0
Modulo,4903.0
Add,2612.0
Subtract,2516.0
Multiply,5773.0
Divide,2363.0
Modulo,4799.0
Add,2416.0
Subtract,2736.0
Multiply,5837.0
Divide,2382.0
Modulo,5488.0
Add,2595.0
Subtract,2718.0
Multiply,6155.0
Divide,2408.0
Modulo,4970.0
Add,2921.0
Subtract,2289.0
Multiply,6222.0
Divide,2483.0
Modulo,4682.0
Add,2938.0
Subtract,2871.0
Multiply,5886.0
Divide,2377.0
Modulo,5053.0
Add,2684.0
Subtract,2777.0
Multiply,6146.0
Divide,2373.0
Modulo,4605.0
Add,2248.0
Subtract,3030.0
Multiply,5997.0
Divide,2405.0
Modulo,5294.0
Add,3097.0
Subtract,2843.0
Multiply,6007.0
Divide,2672.0
Modulo,4703.0
Add,2614.0
Subtract,2609.0
Multiply,6294.0
Divide,2435.0
Modulo,4613.0
Add,2500.0
Subtract,2975.0
Multiply,6041.0
Divide,2537.0
Modulo,5004.0
Add,3050.0
Subtract,2275.0
Multiply,6152.0
Divide,2347.0
Modulo,4891.0
Add,2119.0
Subtract,2679.0
Multiply,5596.0
Divide,2486.0
Modulo,4659.0
Add,2678.0
Subtract,2360.0
Multiply,6151.0
Divide,2186.0
Modulo,4894.0
Add,2437.0
Subtract,2827.0
Multiply,6751.0
Divide,2618.0
Modulo,4564.0
Add,2426.0
Subtract,2868.0
Multiply,5671.0
Divide,2182.0
Modulo,4578.0
Add,2616.0
Subtract,2393.0
Multiply,6131.0
Divide,2582.0
Modulo,4949.0
Add,2789.0
Subtract,2538.0
Multiply,5991.0
Divide,2361.0
Modulo,4682.0
Add,2406.0
Subtract,2366.0
Multiply,5194.0
Divide,2499.0
Modulo,4718.0
Add,2746.0
Subtract,3115.0
Multiply,5208.0
Divide,2383.0
Modulo,5003.0
Add,2090.0
Subtract,3415.0
Multiply,5911.0
Divide,2651.0
Modulo,4896.0
Add,2414.0
Subtract,2490.0
Multiply,6472.0
Divide,2325.0
Modulo,4925.0
Add,2505.0
Subtract,2429.0
Multiply,5957.0
Divide,2399.0
Modulo,4380.0
Add,2408.0
Subtract,2659.0
Multiply,6507.0
Divide,2452.0
Modulo,4680.0
Add,2685.0
Subtract,2681.0
Multiply,6274.0
Divide,2323.0
Modulo,4423.0
Add,2981.0
Subtract,2520.0
Multiply,5869.0
Divide,2290.0
Modulo,5437.0
Add,3159.0
Subtract,2819.0
Multiply,6135.0
Divide,2366.0
Modulo,4809.0
Add,2656.0
Subtract,2480.0
Multiply,5872.0
Divide,2308.0
Modulo,5214.0
Add,2157.0
Subtract,2948.0
Multiply,6241.0
Divide,2452.0
Modulo,4822.0
Add,2585.0
Subtract,3279.0
Multiply,6461.0
Divide,2505.0
Modulo,5070.0
Add,2849.0
Subtract,3388.0
Multiply,5988.0
Divide,2347.0
Modulo,4945.0
Add,2351.0
Subtract,2559.0
Multiply,5974.0
Divide,2541.0
Modulo,5111.0
Add,2671.0
Subtract,3412.0
Multiply,5970.0
Divide,2556.0
Modulo,4873.0
Add,2310.0
Subtract,2617.0
Multiply,5683.0
Divide,2355.0
Modulo,5049.0
Add,2076.0
Subtract,2913.0
Multiply,5995.0
Divide,2388.0
Modulo,4722.0
Add,2680.0
Subtract,2456.0
Multiply,5788.0
Divide,2240.0
Modulo,4847.0
Add,2536.0
Subtract,2442.0
Multiply,5778.0
Divide,2291.0
Modulo,4954.0
Add,2774.0
Subtract,3236.0
Multiply,6290.0
Divide,2550.0
Modulo,4897.0
Add,2083.0
Subtract,2284.0
Multiply,6327.0
Divide,2504.0
Modulo,5240.0
Add,2333.0
Subtract,2490.0
Multiply,6239.0
Divide,2429.0
Modulo,4705.0
Add,2238.0
Subtract,2712.0
Multiply,5721.0
Divide,2470.0
Modulo,4869.0
Add,2235.0
Subtract,2670.0
Multiply,5947.0
Divide,2306.0
Modulo,4854.0
Add,2693.0
Subtract,3027.0
Multiply,5333.0
Divide,2508.0
Modulo,4893.0
Add,2520.0
Subtract,2604.0
Multiply,5865.0
Divide,2208.0
Modulo,4372.0
Add,2186.0
Subtract,2646.0
Multiply,6065.0
Divide,2494.0
Modulo,4663.0
Add,2610.0
Subtract,2752.0
Multiply,5640.0
Divide,2392.0
Modulo,5011.0
Add,2055.0
Subtract,2722.0
Multiply,6024.0
Divide,2359.0
Modulo,4831.0
Add,2901.0
Subtract,2875.0
Multiply,5641.0
Divide,2408.0
Modulo,5212.0
Add,2943.0
Subtract,2535.0
Multiply,5545.0
Divide,2311.0
Modulo,4935.0
Add,2615.0
Subtract,2648.0
Multiply,6273.0
Divide,2321.0
Modulo,4794.0
Add,2518.0
Subtract,2222.0
Multiply,5723.0
Divide,2605.0
Modulo,4490.0
Add,2913.0
Subtract,2668.0
Multiply,5268.0
Divide,2410.0
Modulo,4682.0
Add,2938.0
Subtract,2535.0
Multiply,6220.0
Divide,2524.0
Modulo,4688.0
Add,2254.0
Subtract,3091.0
Multiply,5534.0
Divide,2327.0
Modulo,4454.0
Add,2705.0
Subtract,2252.0
Multiply,6016.0
Divide,2522.0
Modulo,4773.0
Add,2288.0
Subtract,2425.0
Multiply,5825.0
Divide,2367.0
Modulo,4512.0
Add,2131.0
Subtract,2811.0
Multiply,5049.0
Divide,2473.0
Modulo,4747.0
Add,2178.0
Subtract,2626.0
Multiply,6060.0
Divide,2437.0
Modulo,4468.0
Add,1982.0
Subtract,2536.0
Multiply,5893.0
Divide,2322.0
Modulo,4970.0
Add,2523.0
Subtract,3229.0
Multiply,5354.0
Divide,2404.0
Modulo,4352.0
Add,2531.0
Subtract,2637.0
Multiply,6075.0
Divide,2720.0
Modulo,4307.0
Add,2793.0
Subtract,3138.0
Multiply,5813.0
Divide,2442.0
Modulo,4485.0
Add,2286.0
Subtract,2761.0
Multiply,5739.0
Divide,2434.0
Modulo,4689.0
Add,2480.0
Subtract,2855.0
Multiply,5841.0
Divide,2539.0
Modulo,4923.0
Add,2235.0
Subtract,2695.0
Multiply,5749.0
Divide,2374.0
Modulo,4996.0
Add,2848.0
Subtract,2444.0
Multiply,6044.0
Divide,2415.0
Modulo,5463.0
Add,3134.0
Subtract,2849.0
Multiply,5687.0
Divide,2469.0
Modulo,4985.0
Add,2722.0
Subtract,3034.0
Multiply,5609.0
Divide,2448.0
Modulo,4428.0
Add,2673.0
Subtract,3174.0
Multiply,5765.0
Divide,2447.0
Modulo,4602.0
Add,2563.0
Subtract,2490.0
Multiply,5468.0
Divide,2343.0
Modulo,4896.0
Add,2037.0
Subtract,2524.0
Multiply,6126.0
Divide,2456.0
Modulo,4720.0
Add,3135.0
Subtract,2579.0
Multiply,5925.0
Divide,2337.0
Modulo,4681.0
Add,2622.0
Subtract,2747.0
Multiply,6429.0
Divide,2402.0
Modulo,4465.0
Add,2317.0
Subtract,2935.0
Multiply,5252.0
Divide,2406.0
Modulo,4866.0
Add,2695.0
Subtract,3208.0
Multiply,6412.0
Divide,2411.0
Modulo,4810.0
Add,2734.0
Subtract,2653.0
Multiply,5655.0
Divide,2497.0
Modulo,4653.0
Add,2370.0
Subtract,2854.0
Multiply,5628.0
Divide,2437.0
Modulo,4428.0
Add,2403.0
Subtract,2455.0
Multiply,5400.0
Divide,2464.0
Modulo,4660.0
Add,2440.0
Subtract,3368.0
Multiply,6227.0
Divide,2365.0
Modulo,4458.0
Add,3304.0
Subtract,2791.0
Multiply,6290.0
Divide,2545.0
Modulo,4755.0
Add,2821.0
Subtract,2658.0
Multiply,5892.0
Divide,2443.0
Modulo,5098.0
Add,2992.0
Subtract,2792.0
Multiply,6494.0
Divide,2308.0
Modulo,4559.0
Add,2951.0
Subtract,3396.0
Multiply,5691.0
Divide,2441.0
Modulo,5203.0
Add,2717.0
Subtract,2479.0
Multiply,6163.0
Divide,2590.0
Modulo,4845.0
Add,2564.0
Subtract,2614.0
Multiply,5912.0
Divide,2417.0
Modulo,4640.0
Add,2245.0
Subtract,2760.0
Multiply,6557.0
Divide,2295.0
Modulo,5024.0
Add,2433.0
Subtract,3062.0
Multiply,6358.0
Divide,2425.0
Modulo,4607.0
Add,2790.0
Subtract,2556.0
Multiply,5569.0
Divide,2334.0
Modulo,4932.0
Add,2735.0
Subtract,2609.0
Multiply,6245.0
Divide,2346.0
Modulo,4918.0
Add,2810.0
Subtract,2881.0
Multiply,6471.0
Divide,2248.0
Modulo,5095.0
Add,2410.0
Subtract,2702.0
Multiply,5522.0
Divide,2257.0
Modulo,4720.0
Add,2843.0
Subtract,2541.0
Multiply,5688.0
Divide,2505.0
Modulo,5044.0
Add,2767.0
Subtract,2591.0
Multiply,5495.0
Divide,2437.0
Modulo,4606.0
Add,2414.0
Subtract,2573.0
Multiply,5705.0
Divide,2401.0
Modulo,5434.0
Add,2362.0
Subtract,2893.0
Multiply,6488.0
Divide,2470.0
Modulo,4619.0
Add,2089.0
Subtract,2660.0
Multiply,5326.0
Divide,2584.0
Modulo,5292.0
Add,2554.0
Subtract,3039.0
Multiply,5549.0
Divide,2361.0
Modulo,4421.0
Add,2382.0
Subtract,2714.0
Multiply,5864.0
Divide,2374.0
Modulo,4935.0
Add,2926.0
Subtract,2869.0
Multiply,5871.0
Divide,2392.0
Modulo,4247.0
Add,2499.0
Subtract,2848.0
Multiply,5473.0
Divide,2373.0
Modulo,4784.0
Add,2410.0
Subtract,2685.0
Multiply,5292.0
Divide,2248.0
Modulo,4679.0
Add,3011.0
Subtract,3137.0
Multiply,6059.0
Divide,2543.0
Modulo,5006.0
Add,2762.0
Subtract,2656.0
Multiply,5666.0
Divide,2591.0
Modulo,5432.0
Add,2424.0
Subtract,2871.0
Multiply,6183.0
Divide,2407.0
Modulo,5263.0
Add,2769.0
Subtract,2519.0
Multiply,5696.0
Divide,2385.0
Modulo,5277.0
Add,2266.0
Subtract,2862.0
Multiply,5586.0
Divide,2332.0
Modulo,5049.0
Add,2523.0
Subtract,2850.0
Multiply,5997.0
Divide,2363.0
Modulo,4805.0
Add,2306.0
Subtract,2396.0
Multiply,5836.0
Divide,2495.0
Modulo,4884.0
Add,2411.0
Subtract,3118.0
Multiply,5588.0
Divide,2375.0
Modulo,5157.0
Add,2728.0
Subtract,3554.0
Multiply,5753.0
Divide,2337.0
Modulo,5125.0
Add,2587.0
Subtract,2404.0
Multiply,5641.0
Divide,2599.0
Modulo,5052.0
Add,2860.0
Subtract,2665.0
Multiply,6433.0
Divide,2177.0
Modulo,4767.0
Add,2262.0
Subtract,3276.0
Multiply,5890.0
Divide,2454.0
Modulo,4884.0
Add,2525.0
Subtract,3268.0
Multiply,6538.0
Divide,2243.0
Modulo,4887.0
Add,2229.0
Subtract,2679.0
Multiply,5640.0
Divide,2553.0
Modulo,5264.0
Add,2104.0
Subtract,3282.0
Multiply,5779.0
Divide,2263.0
Modulo,5479.0
Add,2552.0
Subtract,3031.0
Multiply,5816.0
Divide,2488.0
Modulo,5044.0
Add,2975.0
Subtract,3305.0
Multiply,6503.0
Divide,2410.0
Modulo,4919.0
Add,2749.0
Subtract,2427.0
Multiply,5197.0
Divide,2441.0
Modulo,4729.0
Add,2786.0
Subtract,2643.0
Multiply,5734.0
Divide,2407.0
Modulo,4648.0
Add,2604.0
Subtract,2926.0
Multiply,6442.0
Divide,2247.0
Modulo,4906.0
Add,2458.0
Subtract,3144.0
Multiply,6177.0
Divide,2504.0
Modulo,4583.0
Add,2650.0
Subtract,2866.0
Multiply,5646.0
Divide,2616.0
Modulo,4797.0
Add,2433.0
Subtract,2433.0
Multiply,6433.0
Divide,2394.0
Modulo,4885.0
Add,3045.0
Subtract,2652.0
Multiply,6111.0
Divide,2290.0
Modulo,4961.0
Add,2876.0
Subtract,3229.0
Multiply,6089.0
Divide,2331.0
Modulo,4316.0
Add,2634.0
Subtract,2918.0
Multiply,6220.0
Divide,2515.0
Modulo,4502.0
Add,2999.0
Subtract,2830.0
Multiply,5697.0
Divide,2346.0
Modulo,5056.0
Add,2702.0
Subtract,2818.0
Multiply,6156.0
Divide,2838.0
Modulo,5001.0
Add,2446.0
Subtract,2481.0
Multiply,6112.0
Divide,2342.0
Modulo,4348.0
Add,2660.0
Subtract,2972.0
Multiply,5915.0
Divide,2349.0
Modulo,4714.0
Add,2417.0
Subtract,2327.0
Multiply,5804.0
Divide,2311.0
Modulo,4812.0
Add,2077.0
Subtract,2799.0
Multiply,6739.0
Divide,2313.0
Modulo,5053.0
Add,2585.0
Subtract,2640.0
Multiply,6205.0
Divide,2407.0
Modulo,5038.0
Add,2615.0
Subtract,2859.0
Multiply,6636.0
Divide,2469.0
Modulo,5156.0
Add,2951.0
Subtract,2548.0
Multiply,5930.0
Divide,2341.0
Modulo,5014.0
Add,2156.0
Subtract,3216.0
Multiply,6253.0
Divide,2519.0
Modulo,5147.0
Add,2692.0
Subtract,2719.0
Multiply,5691.0
Divide,2350.0
Modulo,5279.0
Add,2892.0
Subtract,2699.0
Multiply,6283.0
Divide,2497.0
Modulo,4981.0
Add,2942.0
Subtract,3147.0
Multiply,5554.0
Divide,2408.0
Modulo,4599.0
Add,2346.0
Subtract,2572.0
Multiply,5273.0
Divide,2340.0
Modulo,5189.0
Add,3098.0
Subtract,2359.0
Multiply,5435.0
Divide,2504.0
Modulo,4101.0
Add,2179.0
Subtract,2371.0
Multiply,6027.0
Divide,2437.0
Modulo,5087.0
Add,2470.0
Subtract,3157.0
Multiply,6007.0
Divide,2476.0
Modulo,4750.0
Add,2144.0
Subtract,3119.0
Multiply,6543.0
Divide,2474.0
Modulo,4798.0
Add,2699.0
Subtract,2808.0
Multiply,6634.0
Divide,2531.0
Modulo,4741.0
Add,2336.0
Subtract,2810.0
Multiply,5454.0
Divide,2322.0
Modulo,4942.0
Add,2947.0
Subtract,2867.0
Multiply,5518.0
Divide,2508.0
Modulo,4760.0
Add,2867.0
Subtract,2855.0
Multiply,6491.0
Divide,2516.0
Modulo,4686.0
Add,2768.0
Subtract,2988.0
Multiply,6087.0
Divide,2430.0
Modulo,4673.0
Add,2639.0
Subtract,2628.0
Multiply,6664.0
Divide,2392.0
Modulo,5314.0
Add,1947.0
Subtract,3174.0
Multiply,6151.0
Divide,2620.0
Modulo,5241.0
Add,2463.0
Subtract,3078.0
Multiply,6276.0
Divide,2425.0
Modulo,5026.0
Add,2482.0
Subtract,2944.0
Multiply,5971.0
Divide,2328.0
Modulo,5163.0
Add,2209.0
Subtract,2390.0
Multiply,6715.0
Divide,2375.0
Modulo,5407.0
Add,2476.0
Subtract,2638.0
Multiply,5369.0
Divide,2406.0
Modulo,4819.0
Add,2417.0
Subtract,2919.0
Multiply,6547.0
Divide,2495.0
Modulo,4757.0
Add,2835.0
Subtract,2906.0
Multiply,5125.0
Divide,2561.0
Modulo,4678.0
Add,2903.0
Subtract,2831.0
Multiply,5614.0
Divide,2298.0
Modulo,5245.0
Add,2763.0
Subtract,2610.0
Multiply,6250.0
Divide,2474.0
Modulo,4858.0
Add,2296.0
Subtract,2794.0
Multiply,5742.0
Divide,2371.0
Modulo,4668.0
Add,2245.0
Subtract,2479.0
Multiply,5887.0
Divide,2418.0
Modulo,4978.0
Add,2729.0
Subtract,2700.0
Multiply,6004.0
Divide,2315.0
Modulo,4925.0
Add,3324.0
Subtract,2880.0
Multiply,6083.0
Divide,2343.0
Modulo,4667.0
Add,2596.0
Subtract,2645.0
Multiply,6142.0
Divide,2482.0
Modulo,4864.0
Add,2394.0
Subtract,3280.0
Multiply,5534.0
Divide,2338.0
Modulo,4513.0
Add,2992.0
Subtract,3091.0
Multiply,5493.0
Divide,2415.0
Modulo,5133.0
Add,2323.0
Subtract,2554.0
Multiply,5523.0
Divide,2308.0
Modulo,4741.0
Add,2746.0
Subtract,2817.0
Multiply,5663.0
Divide,2605.0
Modulo,4576.0
Add,2261.0
Subtract,3476.0
Multiply,6114.0
Divide,2530.0
Modulo,5618.0
Add,2509.0
Subtract,3444.0
Multiply,6525.0
Divide,2282.0
Modulo,4636.0
Add,2690.0
Subtract,3020.0
Multiply,6124.0
Divide,2459.0
Modulo,4516.0
Add,3422.0
Subtract,2904.0
Multiply,6027.0
Divide,2666.0
Modulo,4421.0
Add,2845.0
Subtract,2767.0
Multiply,5941.0
Divide,2269.0
Modulo,4778.0
Add,2262.0
Subtract,3057.0
Multiply,5554.0
Divide,2351.0
Modulo,5318.0
Add,2358.0
Subtract,2758.0
Multiply,5484.0
Divide,2246.0
Modulo,4512.0
Add,2489.0
Subtract,2809.0
Multiply,5971.0
Divide,2428.0
Modulo,5049.0
Add,2756.0
Subtract,2606.0
Multiply,5995.0
Divide,2421.0
Modulo,4818.0
Add,2679.0
Subtract,3100.0
Multiply,5289.0
Divide,2615.0
Modulo,4718.0
Add,2332.0
Subtract,2629.0
Multiply,6210.0
Divide,2463.0
Modulo,4470.0
Add,2460.0
Subtract,2707.0
Multiply,5967.0
Divide,2468.0
Modulo,4811.0
Add,2655.0
Subtract,2462.0
Multiply,5893.0
Divide,2441.0
Modulo,4628.0
Add,2414.0
Subtract,3172.0
Multiply,5811.0
Divide,2410.0
Modulo,4226.0
Add,2744.0
Subtract,2734.0
Multiply,5608.0
Divide,2332.0
Modulo,4519.0
Add,1891.0
Subtract,2968.0
Multiply,6121.0
Divide,2641.0
Modulo,4842.0
Add,2584.0
Subtract,2767.0
Multiply,6475.0
Divide,2206.0
Modulo,4654.0
Add,2839.0
Subtract,2709.0
Multiply,6266.0
Divide,2408.0
Modulo,4876.0
Add,3026.0
Subtract,3213.0
Multiply,5627.0
Divide,2411.0
Modulo,5317.0
Add,2364.0
Subtract,2604.0
Multiply,5578.0
Divide,2462.0
Modulo,4711.0
Add,2019.0
Subtract,3035.0
Multiply,5255.0
Divide,2370.0
Modulo,4971.0
Add,3480.0
Subtract,2162.0
Multiply,6005.0
Divide,2343.0
Modulo,4822.0
Add,3003.0
Subtract,2542.0
Multiply,6417.0
Divide,2451.0
Modulo,4363.0
Add,2859.0
Subtract,2671.0
Multiply,5830.0
Divide,2297.0
Modulo,4715.0
Add,2670.0
Subtract,2504.0
Multiply,5830.0
Divide,2396.0
Modulo,4685.0
Add,2653.0
Subtract,2691.0
Multiply,6426.0
Divide,2320.0
Modulo,5081.0
Add,2354.0
Subtract,2560.0
Multiply,6261.0
Divide,2310.0
Modulo,5362.0
Add,2407.0
Subtract,2829.0
Multiply,6371.0
Divide,2594.0
Modulo,4459.0
Add,2433.0
Subtract,2655.0
Multiply,5997.0
Divide,2317.0
Modulo,4874.0
Add,2924.0
Subtract,2420.0
Multiply,6726.0
Divide,2426.0
Modulo,4791.0
Add,2228.0
Subtract,2718.0
Multiply,5544.0
Divide,2235.0
Modulo,5277.0
Add,2409.0
Subtract,2569.0
Multiply,5702.0
Divide,2482.0
Modulo,6106.0
Add,2502.0
Subtract,3177.0
Multiply,5989.0
Divide,2436.0
Modulo,4845.0
Add,2029.0
Subtract,2491.0
Multiply,5731.0
Divide,2426.0
Modulo,4625.0
Add,2950.0
Subtract,2550.0
Multiply,5567.0
Divide,2341.0
Modulo,4672.0
Add,2532.0
Subtract,2730.0
Multiply,5794.0
Divide,2332.0
Modulo,4696.0
Add,3191.0
Subtract,2937.0
Multiply,6042.0
Divide,2480.0
Modulo,5095.0
Add,2450.0
Subtract,2761.0
Multiply,5899.0
Divide,2416.0
Modulo,5236.0
Add,2460.0
Subtract,2365.0
Multiply,6337.0
Divide,2287.0
Modulo,5029.0
Add,2960.0
Subtract,2425.0
Multiply,6165.0
Divide,2392.0
Modulo,4763.0
Add,2616.0
Subtract,2505.0
Multiply,5799.0
Divide,2451.0
Modulo,5135.0
Add,2863.0
Subtract,3206.0
Multiply,6433.0
Divide,2374.0
Modulo,4541.0
Add,2595.0
Subtract,2591.0
Multiply,5978.0
Divide,2364.0
Modulo,4962.0
Add,3420.0
Subtract,2730.0
Multiply,5457.0
Divide,2324.0
Modulo,4742.0
Add,2510.0
Subtract,3251.0
Multiply,5366.0
Divide,2440.0
Modulo,4618.0
Add,2118.0
Subtract,2696.0
Multiply,5569.0
Divide,2230.0
Modulo,5354.0
Add,3234.0
Subtract,2628.0
Multiply,5725.0
Divide,2473.0
Modulo,5276.0
Add,2500.0
Subtract,2867.0
Multiply,6186.0
